KRAJ;MĚSTO;ORIGINÁLNÍ ZÁZNAM;GPS;PATRO / NÁSTUPIŠTĚ /atd.
Středočeský kraj;Čerčany;WC (3E). Železniční stanice Čerčany, Nádražní 26, 257 22 Čerčany;"49°51'4.844"", 14°42'8.04""";
Středočeský kraj;Český Brod;WC (1E). Areál nemocnice Český Brod, Pavilon E, Žižkova 1311, 282 01 Český Brod;"50°4'22.209"", 14°51'3.254""";Pavilon E
Středočeský kraj;Český Brod;WC (1E). Areál nemocnice Český Brod, Pavilon F, Žižkova 1311, 282 01 Český Brod;"50°4'22.209"", 14°51'3.254""";Pavilon F
Středočeský kraj;Český Brod;WC (1E). Čerpací stanice PAP OIL, Palackého, 282 01 Český Brod;"50°4'6.381"", 14°50'58.829""";
Středočeský kraj;Český Brod;WC (1E). Obchodní centrum Pila, Jana Kouly 1528, 282 01 Český Brod;"50°4'30.563"", 14°51'48.969""";
Středočeský kraj;Český Brod;WC (1E). ZŠ Český Brod, Žitomířská 1359, 282 01 Český Brod;"50°4'26.418"", 14°51'13.432""";
Středočeský kraj;Čistá;WC (1E). Společenství Andromeda, Velká Chmelištná, 294 23, Čistá;"50°3'49.133"", 13°33'0.266""";
Středočeský kraj;Dobříš;WC (1E). Čerpací stanice PAP OIL, Pražská, 263 01 Dobříš;"50°8'30.560"", 14°6'59.850""";
Středočeský kraj;Dobříš;WC (1E). Čerpací stanice Shell Dobříš, Kodetka 1601, 263 01 Dobříš;"49°47'51.617"", 14°11'44.051""";
Středočeský kraj;Dobříš;WC (1E). Úřad práce ČR Dobříš, Na Zlaté stezce 1075, 263 01 Dobříš;"49°47'31.85"", 14°10'54.545""";
Středočeský kraj;Dobšice;WC (1E). Čerpací stanice Shell Dobšice, 289 05 Dobšice;"50°7'16.298"", 15°16'53.321""";
Středočeský kraj;Dolní Břežany;Plošina (3E). Základní škola a Mateřská škola, Na Vršku 290, 252 41 Dolní Břežany;"49°57'52.394"", 14°27'40.086""";
Středočeský kraj;Hořovice;WC (1E). Železniční stanice Hořovice, U Nádraží 1609/3a, 268 01 Hořovice;"49°50'35.456"", 13°53'57.697""";
Středočeský kraj;Kamenice;WC (1E). Kulturní a turistické informační centrum Kamenice, Ringhofferovo náměstí 434, Olešovice, 251 68 Kamenice;"49°54'15.239"", 14°35'16.301""";
Středočeský kraj;Kladno;WC (1E). Čerpací stanice MOL, Americká ul., 272 01 Kladno;"50°7'54.829"", 14°6'42.611""";
Středočeský kraj;Kladno;WC (1E). Čerpací stanice OMV, Kročehlavská ul. 272 01 Kladno;"50°8'38.011"", 14°7'29.039""";
Středočeský kraj;Kladno;WC (1E). Čerpací stanice PAP OIL, Kročehlavská 2744, 272 01 Kladno;"50°8'36.351"", 14°6'45.640""";
Středočeský kraj;Kladno;WC (1E). ČSSZ - OSSZ Kladno, Fibichova 2819, 272 01 Kladno;"50°8'29.702"", 14°5'48.477""";
Středočeský kraj;Kladno;WC (1E). Hypermarket Kaufland, Italská 50, 272 01 Kladno;"50°7'52.144"", 14°6'59.890""";
Středočeský kraj;Kladno;WC (2E). Hypermarket Tesco, Americká 2777, 272 01 Kladno;"50°7'34.251"", 14°7'8.244""";
Středočeský kraj;Kladno;WC (1E). Knihovna, Nám. Sítná, 272 01 Kladno;"50°8'8.534"", 14°6'13.913""";
Středočeský kraj;Kladno;WC (1E). Sládečkovo vlastivědné muzeum, Zádušní 1841, 272 01 Kladno;"50°8'59.110"", 14°6'37.177""";
Středočeský kraj;Kladno;WC (1E). Středočeská vědecká knihovna, Gen. Klapálka 1641, 272 01 Kladno;"50°8'42.025"", 14°6'29.819""";
Středočeský kraj;Kladno;WC (1E). Základní umělecká škola Kladno, Moskevská 2929, 272 04 Kladno;"50°8'20.440"", 14°4'20.546""";
Středočeský kraj;Kladno;WC (1E). Zdravotní pojišťovna Metal-Aliance, Čermákova 1951, 272 01 Kladno;"50°8'35.498"", 14°5'28.687""";
Středočeský kraj;Kladno;WC (1E). ZŠ a Praktická škola Kladno, Pařížská 2199, 272 01 Kladno;"50°8'12.322"", 14°8'4.286""";
Středočeský kraj;Kladno;WC (1E). Železniční stanice Kladno, Milady Horákové 251, 272 01 Kladno;"50°7'41.221"", 14°6'49.555""";
Středočeský kraj;Kolín;WC (1E). Areál Vodní Svět Kolín, Masarakova 1041, 280 02 Kolín;"50°1'18.833"", 15°11'39.272""";
Středočeský kraj;Kolín;WC (1E). Čerpací stanice Benzina, Benešova ul., 280 02 Kolín;"50°1'20.788"", 15°11'3.073""";
Středočeský kraj;Kolín;WC (1E). Čerpací stanice ČEPRO - EuroOil, Břežany I 52, Nové Město, 280 02 Kolín;"50°2'36.986"", 15°4'34.273""";
Středočeský kraj;Kolín;WC (1E). Čerpací stanice OMV, Ovčárecká, 280 00 Kolín;"50°2'25.625"", 15°12'46.460""";
Středočeský kraj;Kolín;WC (1E). Čerpací stanice OMV, Pražská ul., 280 02 Kolín;"50°1'57.274"", 15°10'44.616""";
Středočeský kraj;Kolín;WC (1E). ČSSZ - OSSZ Kolín, Obecní dvůr 6, 280 02 Kolín;"50°1'29.211"", 15°11'55.208""";
Středočeský kraj;Kolín;WC (1E). Hobby market OBI Kolín, V Kasárnách 1022, 280 02 Kolín;"50°1'59.984"", 15°11'16.739""";
Středočeský kraj;Kolín;WC (2E). Hypermarket Kaufland, Benešova 1000, 280 02 Kolín;"50°1'17.526"", 15°11'6.606""";
Středočeský kraj;Kolín;WC (2E). Hypermarket Tesco, V Kasárnách 1019, 280 02 Kolín;"50°1'56.410"", 15°11'26.338""";
Středočeský kraj;Kolín;WC (1E). Městský společenský dům, Zámecká 109, 280 02 Kolín;"50°1'43.636"", 15°12'3.201""";
Středočeský kraj;Kolín;WC (1E). Obchodní akademie, Kutnohorská 41, 280 02 Kolín;"50°1'36.869"", 15°12'17.319""";
Středočeský kraj;Kolín;WC (2E). Obchodní centrum FUTURUM, Rorejcova 906, 280 02, Kolín;"50°1'32.549"", 15°12'33.577""";
Středočeský kraj;Kolín;WC (1E). Regionální muzeum v Kolíně, Brandova 35, 280 02 Kolín;"50°1'37.095"", 15°12'6.516""";
Středočeský kraj;Kolín;WC (1E). Střední průmyslová škola strojírenská a Jazyková škola, Heverova 191, 280 02 Kolín;"50°1'28.233"", 15°12'22.655""";
Středočeský kraj;Kolín;WC (1E). Veřejné WC na kolínském centrálním hřbitově, Ke Hřbitovu 1540, 280 02 Kolín;"50°2'15.366"", 15°12'30.199""";
Středočeský kraj;Kolín;WC (3E). Zimní stadion Kolín - správa městských sportovišt´, Masarykova ul., 280 02 Kolín;"50°1'18.833"", 15°11'39.272""";
Středočeský kraj;Kolín;WC (2E). ZŠ Kolín, Lipanská 420, 280 02 Kolín;"50°1'19.402"", 15°12'6.819""";
Středočeský kraj;Kolín;WC (1E). Železniční stanice Kolín, Rorejcova 569, 282 02 Kolín;"50°1'30.976"", 15°12'51.037""";
Středočeský kraj;Kouřim;WC (1E). Muzeum lidových staveb v Kouřimi, Ruská ulice, 281 61 Kouřim;"49°59'41.315"", 14°58'20.651""";
Středočeský kraj;Kralupy nad Vltavou;WC (1E). Čerpací stanice Benzina, Lobeček, 278 01, Kralupy nad Vltavou;"50°15'1.001"", 14°19'13.001""";
Středočeský kraj;Kralupy nad Vltavou;WC (2E). Hypermarket Tesco, Veltruská 815, 278 01 Kralupy nad Vltavou;"50°15'10.850"", 14°19'4.966""";
Středočeský kraj;Kralupy nad Vltavou;WC (1E). Úřad práce ČR Kralupy nad Vltavou, Palackého náměstí 6, 278 01 Kralupy nad Vltavou;"50°14'27.944"", 14°18'41.387""";
Středočeský kraj;Králův Dvůr;WC (1E). Hobby market OBI Beroun, Plzeňská 475, 267 01 Králův Dvůr;"49°57'49.766"", 14°4'19.189""";
Středočeský kraj;Křivoklát;WC (1E). Železniční stanice Křivoklát, Křivoklát 235, 270 23 Křivoklát;"50°2'17.685"", 13°52'8.479""";
Středočeský kraj;Kutná Hora;WC (2E). ČSSZ - OSSZ Kutná Hora, Lorecká 667, 284 01 Kutná Hora;"49°57'18.371"", 15°16'15.380""";
Středočeský kraj;Kutná Hora;WC (1E). Gymnázium Jiřího Ortena (WC 2. patro), Jaselská 932, 284 01 Kutná Hora;"49°56'35.257"", 15°15'29.509""";2. patro
Středočeský kraj;Kutná Hora;WC (1E). Hypermarket Kaufland, Ortenova 188, 284 01 Kutná Hora;"49°57'38.984"", 15°17'0.744""";
Středočeský kraj;Kutná Hora;WC (1E). Poliklinika nemocnice Kutná Hora, Kouřimská 915, 284 01 Kutná Hora;"49°56'45.909"", 15°15'10.489""";
Středočeský kraj;Kutná Hora;WC (1E). Zámek Kačina – muzeum českého venkova, Svatý Mikuláš 51, 284 01 Kutná Hora;"49°58'55.032"", 15°20'45.134""";
Středočeský kraj;Kutná Hora;WC (1E). ZŠ a Praktická škola Kutná Hora, Na Náměstí 417, 284 01 Kutná Hora;"49°57'1.101"", 15°16'19.165""";
Středočeský kraj;Loukov;WC (1E). Střední odborné učiliště, Hubálov 17, 294 11 Loukov;"50°33'32.991"", 15°0'50.098""";
Středočeský kraj;Lysá nad Labem;WC (1E). Železniční stanice Lysá nad Labem, Čapkova 508/1, 289 22 Lysá nad Labem;"50°11'45.071"", 14°50'31.507""";
Středočeský kraj;Mělník;WC (1E). Čerpací stanice Benzina, Nádražní, 276 01 Mělník;"50°21'23.382"", 14°29'9.154""";
Středočeský kraj;Mělník;WC (1E). Gymnázium Jana Palacha, Pod vrchem 3421, 276 01 Mělník;"50°21'11.319"", 14°28'45.210""";
Středočeský kraj;Mělník;WC (2E). Hypermarket Kaufland, Klášterní 3630, 276 01 Mělník;"50°21'29.575"", 14°28'29.352""";
Středočeský kraj;Mělník;WC (2E). Hypermarket Tesco, Vodárenská 3653, 276 01 Mělník;"50°21'17.518"", 14°29'1.299""";
Středočeský kraj;Mělník;WC (1E). Městský úřad Mělník, Nám. Míru 1, 276 01 Mělník;"50°21'8.683"", 14°28'29.802""";
Středočeský kraj;Mělník;WC (1E). Regionální muzeum Mělník, Nám. Míru 54, 276 01 Mělník;"50°21'9.774"", 14°28'28.449""";
Středočeský kraj;Mělník;WC (3E). Úřad práce ČR Mělník, Nová 2571/1, 276 01 Mělník;"50°21'10.38"", 14°28'37.077""";
Středočeský kraj;Mělník;WC (2E). Závora u vjezdu na cestu v ulici Lesní, 276 01 Mělník;;
Středočeský kraj;Mělník;WC (1E). Železniční stanice Mělník, Nádražní 2004/2, 276 01 Mělník;"50°21'10.889"", 14°29'32.551""";
Středočeský kraj;Milovice;WC (2E). Čerpací stanice PAP OIL, Mírová 475, 289 24 Milovice;"50°13'23.902"", 14°52'38.900""";
Středočeský kraj;Milovice;WC (1E). Železniční stanice Milovice, Nádražní 469/13, 289 24 Milovice;"50°13'44.515"", 14°52'55.216""";
Středočeský kraj;Mirošovice u Prahy;WC (1E). Železniční stanice Mirošovice u Prahy, Hrusická 33, 251 66 Mirošovice *;"49°54'37.207"", 14°43'13.039""";
Středočeský kraj;Mladá Boleslav;WC (1E). Čerpací stanice Benzina, obchvat levá strana, 293 01 Mladá Boleslav;"50°24'20.049"", 14°55'52.679""";
Středočeský kraj;Mladá Boleslav;WC (1E). Čerpací stanice Benzina, obchvat pravá strana, 293 01 Mladá Boleslav;"50°24'19.851"", 14°55'56.579""";
Středočeský kraj;Mladá Boleslav;WC (1E). Čerpací stanice ČEPRO - EuroOil, Pražská 1366, 293 01 Mladá Boleslav;"50°24'2.470"", 14°54'13.460""";
Středočeský kraj;Mladá Boleslav;WC (1E). Čerpací stanice OMV, Havlíčkova ul., 293 01 Mladá Boleslav;"50°26'3.001"", 14°55'4.001""";
Středočeský kraj;Mladá Boleslav;WC (1E). Čerpací stanice OMV, Jičínská ul. jih, 293 01 Mladá Boleslav;"50°24'34.999"", 14°55'50.998""";
Středočeský kraj;Mladá Boleslav;WC (1E). Čerpací stanice OMV, Jičínská ul. sever, 293 01 Mladá Boleslav;"50°24'38.981"", 14°56'7.191""";
Středočeský kraj;Mladá Boleslav;WC (2E). ČSSZ - OSSZ Mladá Boleslav, Jaselská 292, 293 01 Mladá Boleslav;"50°24'57.517"", 14°54'13.274""";
Středočeský kraj;Mladá Boleslav;WC (1E). Gymnázium Dr. Josefa Pekaře, Palackého 211, 293 01 Mladá Boleslav;"50°24'57.949"", 14°54'23.019""";
Středočeský kraj;Mladá Boleslav;WC (1E). Hobby market Baumax Mladá Boleslav, Jičínská 1326, 293 01 Mladá Boleslav;"50°24'36.976"", 14°56'0.701""";
Středočeský kraj;Mladá Boleslav;WC (1E). Hobby market OBI Mladá Boleslav, ul. Na Radouči 1236, 293 01 Mladá Boleslav;"50°26'12.771"", 14°54'28.972""";
Středočeský kraj;Mladá Boleslav;WC (2E). Hypermarket Kaufland, U stadionu 1276, 293 01 293 01 Mladá Boleslav;"50°25'29.845"", 14°54'42.909""";
Středočeský kraj;Mladá Boleslav;WC (1E). Interdog Bohemia - kynologický spolek, Luční 286, 293 01 293 01 Mladá Boleslav;"50°25'9.120"", 14°54'0.436""";
Středočeský kraj;Mladá Boleslav;WC (1E). Knihovna tř. Václava Klementa 1229, 293 01 Mladá Boleslav;"50°24'57.924"", 14°54'41.375""";
Středočeský kraj;Mladá Boleslav;WC (5E). Obchodní centrum Bondy Centrum, Tř. Václava Klementa 1459, 293 01 Mladá Boleslav;"50°25'13.026"", 14°54'55.746""";
Středočeský kraj;Mladá Boleslav;WC (2E). Obchodní centrum Olympia Mladá Boleslav, Jičínská 1350/III, 293 01 Mladá Boleslav;"50°24'29.815"", 14°56'26.509""";
Středočeský kraj;Mladá Boleslav;WC (6E). Oblastní nemocnice Mladá Boleslav a.s., Třída V. Klementa 147, 293 01 Mladá Boleslav;"50°25'3.799"", 14°54'42.627""";
Středočeský kraj;Mladá Boleslav;WC (1E). Poliklinika Modrá hvězda, Jiráskova 1320, 293 01 Mladá Boleslav;"50°25'46.605"", 14°55'7.357""";
Středočeský kraj;Mladá Boleslav;WC (1E). ZŠ speciální Mladá Boleslav, Václavkova 950, 293 01 Mladá Boleslav;"50°25'14.344"", 14°54'20.285""";
Středočeský kraj;Mnichovice;WC (1E). Železniční zastávka Mnichovice – provozní budova, Nádražní 163, 251 64 Mnichovice;"49°55'57.479"", 14°42'26.602""";provozní budova
Středočeský kraj;Mnichovo Hradiště;WC (1E). Čerpací stanice Benzina, Víta Nejedlého, 295 01 295 01 Mnichovo Hradiště;"50°30'56.729"", 14°58'20.100""";
Středočeský kraj;Mšeno;WC (1E). Veřejné WC, Zahradní 11, 277 35 Mšeno;"50°26'14.092"", 14°37'56.817""";
Středočeský kraj;Neratovice;WC (1E). Čerpací stanice PAP OIL, Byškovická, 277 11 Neratovice;"50°15'17.399"", 14°29'57.311""";
Středočeský kraj;Neratovice;WC (1E). Dům dětí a mládeže Neratovice, Mládežnická 984, 277 11 Neratovice;"50°15'37.937"", 14°31'1.707""";
Středočeský kraj;Neratovice;WC (1E). Gymnázium Františka Palackého, Masarykova 450, 277 11 Neratovice;"50°15'37.447"", 14°31'7.694""";
Středočeský kraj;Neratovice;WC (1E). Kulturní dům, Náměstí republiky 400, 277 11 Neratovice;"50°15'33.239"", 14°30'58.228""";
Středočeský kraj;Neratovice;WC (1E). Městský úřad, Odbor správních činností a dopravy, nám. Republiky 400, 277 11 Neratovice;"50°15'33.238"", 14°30'58.227""";
Středočeský kraj;Neratovice;WC (1E). Společenský dům Neratovice, Náměstí Republiky 1399, 277 11 Neratovice;"50°15'32.923"", 14°30'55.437""";
Středočeský kraj;Neratovice;WC (1E). Železniční stanice Neratovice, Nádražní 43/8, 277 11 Neratovice;"50°15'45.676"", 14°31'3.379""";
Středočeský kraj;Nižbor;WC (1E). Zámek Nižbor - Informační centrum keltské kultury - ÚAPPSČ, 267 05 Nižbor;"49°59'59.334"", 14°0'1.041""";
Středočeský kraj;Nové Strašecí;WC (1E). Čerpací stanice PAP OIL, Karlovarská dálnice, 271 01 Nové Strašecí;"50°9'39.316"", 13°54'20.689""";
Středočeský kraj;Nymburk;WC (1E). Čerpací stanice Benzina, Kolínská, 288 02 Nymburk;"50°10'37.776"", 15°2'47.663""";
Středočeský kraj;Nymburk;WC (1E). Čerpací stanice PAP OIL, Poděbradská ul., 288 02 Nymburk;"50°11'18.438"", 15°3'32.311""";
Středočeský kraj;Nymburk;WC (1E). ČSSZ - OSSZ Nymburk, U Prádelny 384, 288 02 Nymburk;"50°11'35.430"", 15°2'24.090""";
Středočeský kraj;Nymburk;WC (1E). Hypermarket Albert, Poděbradská 1037, 288 02 Nymburk;"50°11'18.240"", 15°3'10.897""";
Středočeský kraj;Nymburk;WC (2E). Hypermarket Kaufland, Kolínská 2507, 288 28 Nymburk;"50°10'38.513"", 15°2'39.778""";
Středočeský kraj;Nymburk;WC (1E). Kulturní dům, Dvory 113, 288 02 Nymburk;"50°12'43.341"", 15°0'1.257""";
Středočeský kraj;Nymburk;WC (2E). Městský úřad Nymburk, Nám. Přemyslovců 163, 288 02 Nymburk;"50°11'10.162"", 15°2'26.063""";
Středočeský kraj;Nymburk;WC (1E). Železniční stanice Nymburk, Petra Bezruče 361/1, 288 02 Nymburk;"50°11'35.238"", 15°2'44.861""";
Středočeský kraj;Olbramovice;WC (1E). Železniční stanice Olbramovice, Olbramovice 33, 259 01 Olbramovice;"49°40'13.987"", 14°37'37.188""";
Středočeský kraj;Poděbrady;WC (1E). Knihovna Poděbrady, Jiřího nám. 41/1, 290 01 Poděbrady;"50°8'33.155"", 15°7'9.087""";
Středočeský kraj;Poděbrady;WC (1E). Polabské muzeum, Palackého 68, 290 55 Poděbrady;"50°8'30.462"", 15°7'21.865""";
Středočeský kraj;Poděbrady;WC (1E). Střední odborné učiliště společného stravování, Dr. Beneše 413/II, 290 01 Poděbrady;"50°8'52.771"", 15°7'7.698""";
Středočeský kraj;Poděbrady;WC (1E). Veřejné WC u lázeňské kolonády, U Swissu, 290 33 Poděbrady;"50°8'49.587"", 15°7'11.658""";
Středočeský kraj;Poděbrady;WC (1E). Základní umělecká škola Poděbrady, Školní 556, 290 01 Poděbrady;"50°8'48.142"", 15°6'59.680""";
Středočeský kraj;Poděbrady;WC (1E). ZŠ Poděbrady, U Bažantnice 154, 290 01 Poděbrady;"50°8'38.541"", 15°8'20.026""";
Středočeský kraj;Poděbrady;WC (1E). Železniční stanice Poděbrady, Nám. T.G.Masaryka 210/17, 290 01 Poděbrady;"50°8'57.779"", 15°7'24.528""";
Středočeský kraj;Poříčany;WC (4E). Železniční stanice Poříčany, Nádražní 90, 289 14 Poříčany;"50°6'40.429"", 14°55'20.608""";
Středočeský kraj;Průhonice;WC (1E). Veřejné WC, Květnové náměstí, 252 43 Průhonice;"50°0'4.766"", 14°33'40.448""";
Středočeský kraj;Přerov nad Labem;WC (3E). Veřejné WC čp 423 (hasičská zbrojnice a knihovna), 289 16 Přerov nad Labem;"50°9'35.032"", 14°49'29.959""";
Středočeský kraj;Příbram;WC (2E). Autobusové nádraží, Československé armády, 261 01 Příbram;"49°41'23.209"", 14°0'14.953""";
Středočeský kraj;Příbram;WC (1E). Čerpací stanice Benzina, Skalka, 261 01 Příbram;"49°42'44.067"", 14°5'51.418""";
Středočeský kraj;Příbram;WC (1E). Čerpací stanice Eni - Agip, Březnická ul. 388, 261 01 Příbram;"49°40'44.288"", 14°0'14.609""";
Středočeský kraj;Příbram;WC (1E). Čerpací stanice OMV, Evropská směr centrum, 261 01 Příbram;"49°41'42.789"", 14°0'24.887""";
Středočeský kraj;Příbram;WC (2E). ČSSZ - OSSZ Příbram, Hailova 133, 261 01 Příbram;"49°41'19.302"", 14°0'39.603""";
Středočeský kraj;Příbram;WC (1E). Hobby market OBI Příbram, Žežická 596, 261 01 Příbram;"49°40'38.665"", 13°59'18.493""";
Středočeský kraj;Příbram;WC (1E). Hornické muzeum, Nám. Hynka Kličky 293, 261 01 Příbram;"49°40'59.412"", 13°59'11.699""";
Středočeský kraj;Příbram;WC (1E). Hypermarket Albert, Brodská 496, 261 01 Příbram;"49°39'59.482"", 13°59'53.715""";
Středočeský kraj;Příbram;WC (1E). Hypermarket Kaufland, Husova 622, 261 01 Příbram;"49°41'32.935"", 13°59'51.793""";
Středočeský kraj;Příbram;WC (1E). Hypermarket Tesco, Žežická 598, 261 01 Příbram;"49°40'15.295"", 13°59'18.089""";
Středočeský kraj;Příbram;WC (2E). Úřad práce ČR Příbram, Náměstí T. G. Masaryka 145, 261 01 Příbram;"49°41'15.07"", 14°0'33.854""";
Středočeský kraj;Příbram;WC (1E). ZŠ a MŠ Příbram, Pod Šachtami 335, 261 01 Příbram;"49°41'10.544"", 13°59'54.477""";
Středočeský kraj;Příbram;WC (1E). Železniční stanice Příbram, Nádraží 21, 261 01 Příbram;"49°41'16.162"", 14°0'11.339""";
Středočeský kraj;Psáry;WC (1E). ZŠ speciální Psáry, Jílovská 141, 252 44 Psáry;"49°55'59.438"", 14°30'31.144""";
Středočeský kraj;Rakovník;WC (1E). Muzeum TGM, Vysoká 95, 269 01 Rakovník;"50°6'21.261"", 13°43'50.593""";
Středočeský kraj;Rakovník;WC (1E). Rabasova galerie, Vysoká 232, 269 01 Rakovník;"50°6'22.003"", 13°43'47.442""";
Středočeský kraj;Rakovník;WC (1E). Úřad práce ČR Rakovník, nábřeží T.G. Masaryka 2473, 269 24 Rakovník;"50°6'6.304"", 13°43'45.512""";
Středočeský kraj;Rakovník;WC (1E). ZŠ a MŠ speciální Rakovník, Františka Diepolta 1576, 269 01 Rakovník;"50°6'0.548"", 13°44'28.130""";
Středočeský kraj;Rakovník;WC (2E). Železniční stanice Rakovník, Nádraží 191, 269 01 Rakovník;"50°5'56.585"", 13°44'9.622""";
Středočeský kraj;Roztoky u Prahy;WC (2E). Čerpací stanice PAP OIL, Přílepská 1692, 252 63 Roztoky u Prahy;"50°9'36.954"", 14°22'14.322""";
Středočeský kraj;Roztoky u Prahy;WC (1E). Středočeské muzeum Roztoky u Prahy, Zámek 1, 252 63 Roztoky u Prahy;"50°9'30.006"", 14°23'57.819""";
Středočeský kraj;Roztoky u Prahy;WC (1E). Železniční stanice Roztoky u Prahy, Nádražní 89, 252 63 Roztoky u Prahy;"50°9'34.806"", 14°23'53.245""";
Středočeský kraj;Říčany u Prahy;WC (2E). Čerpací stanice Benzina, Radošovice, 251 01 Říčany u Prahy;"50°0'12.369"", 14°39'36.500""";
Středočeský kraj;Říčany u Prahy;WC (1E). Hypermarket Makro Cash & Carry Průhonice, U Makra 102, 251 01 Říčany u Prahy;"50°0'15.84"", 14°34'36.756""";
Středočeský kraj;Říčany u Prahy;WC (2E). Hypermarket Tesco, Černokostelecká 1623, 251 01 Říčany u Prahy;"50°0'9.453"", 14°39'29.696""";
Středočeský kraj;Říčany u Prahy;WC (1E). Veřejné WC, Masarykovo náměstí 83, 251 01 Říčany;"49°59'30.840"", 14°39'24.480""";
Středočeský kraj;Sadská;WC (1E). Veřejné WC, Tylova 1138, 289 12 Sadská;"50°8'11.643"", 14°59'4.828""";
